imdb;year;budget;domgross;intgross;budget_2013;domgross_2013;intgross_2013;bechdel
tt0217869;2000;0,073243106;0,094999143;0,248099143;0,099091212;0,128525137;0,33565541;0
tt0380510;2009;0,095;0,044114232;0,094894448;0,103144502;0,047896216;0,103029901;1
tt0317705;2004;0,092;0,261441092;0,632107545;0,113453745;0,322407292;0,779510522;1
tt0221027;2001;0,03;0,052990775;0,083282296;0,039475379;0,069727697;0,109586673;0
tt1034303;2008;0,05;0,028644813;0,042268745;0,054112816;0,03100103;0,045745616;1
tt1601913;2012;0,025;0,051580136;0,084339696;0,025365964;0,052335195;0,085574308;0
tt0116367;1996;0,02;0,025728961;0,025728961;0,029703299;0,03821175;0,03821175;0
tt1840417;2012;0,006;0,011494838;0,012132578;0,006087831;0,011663106;0,012310182;0
tt0241303;2000;0,025;0,07130976;0,152500343;0,03382271;0,096475572;0,206318992;1
tt0758746;2009;0,017;0,065002019;0,091700771;0,018457437;0,070574746;0,099562425;0
tt0800080;2008;0,1375;0,134806913;0,263417913;0,148810243;0,145895632;0,285085699;0
tt0109446;1994;0,045;0,092115211;0,117615211;0,070724911;0,144774225;0,184851675;1
tt0483607;2008;0,033;0,01100877;0,021621188;0,035714458;0,011914311;0,023399667;1
tt0780511;2009;0,02;0,009208876;0,009208876;0,021714632;0,009998368;0,009998368;0
tt0104694;1992;0,04;0,107533925;0,132440066;0,066413889;0,178543655;0,219896498;1
tt1308729;2012;0,055;0,009489829;0,013561515;0,055805121;0,009628746;0,013760036;0
tt1596365;2012;0,015;0,05433329;0,128955898;0,015219578;0,055128651;0,130843627;0
tt0120681;2001;0,035;0,031598308;0,068712365;0,046054609;0,041578506;0,090414888;0
tt0964587;2007;0,0114;0,000015;0,022446568;0,012808396;0,000016853;0,025219695;1
tt0359423;2004;0,0065;0,001029017;0,00103381;0,008015754;0,001268976;0,001274887;0
tt0155711;1999;0,027;0,004485485;0,004485485;0,037758475;0,00627278;0,00627278;0
tt0097165;1989;0,0164;0,095860116;0,2395;0,030825257;0,180177604;0,450161527;0
tt1232200;2012;0,0675;0,036931089;0,058058367;0,068488103;0,037471707;0,058908258;0
tt0110074;1994;0,04;0,002816518;0,014938149;0,062866588;0,004426622;0,023477761;0
tt0360486;2005;0,075;0,075976178;0,230884728;0,089477485;0,090642097;0,275453129;0
tt0892769;2010;0,165;0,217581231;0,494870991;0,176258254;0,232427199;0,52863695;1
tt2226417;2013;0,005;0,083586447;0,161911222;0,005;0,083586447;0,161911222;0
tt1586265;2012;0,0375;0,041152203;0,080652203;0,038048946;0,041754612;0,081832836;1
tt1220198;2009;0,01;0,02621817;0,049486874;0,010857316;0,028465896;0,053729463;1
tt0289879;2004;0,013;0,057924679;0,096046844;0,016031507;0,071432302;0,118444284;0
tt0147612;1998;0,003;0,002746453;0,005746453;0,004287397;0,003925045;0,008212442;1
tt0116136;1996;0,057;0,05136468;0,10436468;0,084654401;0,076285021;0,154998762;0
tt0162346;2001;0,0055;0,006217849;0,008761608;0,007237153;0,008181731;0,011528926;1
tt1323594;2010;0,069;0,251513985;0,543495033;0,073707997;0,268675247;0,5805787;1
tt0098382;1989;0,03;0,052210049;0,0702;0,056387665;0,098133425;0,131947137;0
tt0078788;1979;0,0315;0,0788;0,0788;0,10110136;0,252913878;0,252913878;0
tt0379725;2005;0,007;0,02875053;0,049924079;0,008351232;0,034300335;0,05956108;0
tt0109040;1994;0,012;0,072217396;0,107217396;0,018859976;0,113501532;0,168509796;0
tt1385867;2010;0,037;0,044875481;0,05590991;0,039524578;0,047937418;0,059724746;0
tt0313737;2002;0,06;0,093354918;0,199043309;0,077710753;0,120911349;0,257796757;1
tt0478087;2008;0,035;0,081159365;0,157852532;0,037878971;0,087835235;0,170836899;1
tt0397535;2005;0,085;0,057010853;0,161510853;0,101407816;0,068015836;0,192687798;1
tt0458339;2011;0,14;0,176654505;0,370569776;0,14499671;0,182959443;0,383795703;0
tt0363771;2005;0,18;0,291710957;0,748806957;0,214745963;0,348020836;0,893351507;1
tt1655460;2012;0,0325;0,017288155;0,024159934;0,032975753;0,017541229;0,024513601;1
tt0120603;1998;0,053;0,022852487;0,022852487;0,075744013;0,032659228;0,032659228;1
tt1185616;2008;0,002;0,002283849;0,011125664;0,002164513;0,00247171;0,01204082;0
tt1506999;2011;0,023;0,018942396;0,02217619;0,023820888;0,019618465;0,022967676;0
tt0078767;1979;0,0185;0,065233369;0,109175673;0,059376989;0,209370867;0,350406635;1
tt0115591;1996;0,0034;0,000012636;0,000012636;0,005049561;0,000018767;0,000018767;0
tt0119177;1997;0,036;0,012532777;0,012532777;0,052244573;0,018188044;0,018188044;0
tt0265666;2001;0,028;0,052353636;0,071430876;0,036843687;0,06888932;0,093992029;1
tt0106582;1993;0,065;0,084049211;0,255;0,104809829;0,135525899;0,41117702;0
tt0104815;1992;0,000007;0,00204092;0,002041928;0,000011622;0,003388636;0,00339031;0
tt0120663;1999;0,065;0,055691208;0,086257553;0,090900032;0,07788204;0,120627912;1
tt0165982;2003;0,06;0,026483452;0,080767884;0,075965217;0,033530353;0,102259164;0
tt1336617;2010;0,007;0,007468936;0,010039886;0,007477623;0,007978555;0,010724926;0
tt0238380;2002;0,02;0,001190018;0,005345869;0,025903584;0,001541287;0,006923858;0
tt0800369;2011;0,15;0,181030624;0,449326618;0,155353618;0,187491749;0,465363438;1
tt0114069;1995;0,05;0,067823573;0,067823573;0,076438973;0,103687285;0,103687285;1
tt0155776;1999;0,003;0,00307682;0,00307682;0,004195386;0,004302816;0,004302816;1
tt0999913;2011;0,025;0,010324441;0,011253821;0,02589227;0,010692928;0,011655479;1
tt0111282;1994;0,055;0,071565669;0,196565669;0,086441558;0,112477236;0,308935323;0
tt0069704;1973;0,000777;0,115;0,14;0,004074506;0,603047833;0,734145189;0
tt0454945;2006;0,025;0,033889159;0,055279608;0,028894909;0,039168966;0,063891969;0
tt0316396;2003;0,1;0,04841785;0,095255485;0,126608696;0,061301208;0,120601727;1
tt0084522;1982;0,004;0,109492484;0,109492484;0,009653072;0,264234708;0,264234708;0
tt0258273;2001;0,00025;0,004210379;0,004695781;0,000328961;0,00554021;0,006178924;1
tt0116421;1996;0,045;0,020404841;0,036404841;0,066832422;0,030304554;0,054067193;0
tt0482571;2006;0,04;0,053089891;0,107896006;0,046231854;0,061361102;0,12470581;0
tt0115798;1996;0,047;0,060240295;0,102825796;0,069802752;0,089466773;0,152713266;0
tt0163651;1999;0,012;0,101800948;0,234723148;0,016781544;0,14236476;0,32825141;0
tt0120828;1998;0,08;0,074339294;0,1648;0,114330585;0,106240687;0,235521005;0
tt0120813;1998;0,001;0,00002121;0,00002121;0,001429132;0,000030312;0,000030312;0
tt0144640;1999;0,02;0,010570375;0,010570375;0,027969241;0,014782268;0,014782268;0
tt0432283;2009;0,04;0,021002919;0,046498922;0,043429264;0,022803533;0,050485349;0
tt0120657;1999;0,125;0,032698899;0,061698899;0,174807753;0,045728169;0,086283567;0
tt1870529;2012;0,019;0,005310554;0,005431486;0,019278133;0,005388293;0,005510995;1
tt0253556;2002;0,06;0,043061982;0,082150183;0,077710753;0,055772984;0,10639921;0
tt0825232;2007;0,045;0,093466502;0,174310293;0,050559457;0,105013679;0,195845194;0
tt0333780;2003;0,025;0,090639088;0,125339088;0,031652174;0,114756967;0,158690184;1
tt1568911;2011;0,07;0,079883359;0,156815529;0,072498355;0,082734459;0,162412399;0
tt1216520;2010;0,013;#VALUE!;#VALUE!;0,013887014;#VALUE!;#VALUE!;1
tt0230011;2001;0,09;0,084052762;0,18604902;0,118426136;0,110600487;0,244811851;0
tt0117509;1996;0,0145;0,046338728;0,147542381;0,021534891;0,068820654;0,219124769;0
tt0829482;2007;0,0175;0,121463226;0,169863226;0,019662011;0,136469216;0,190848721;0
tt0305357;2003;0,12;0,100814328;0,2272;0,151930435;0,127639706;0,287654957;1
tt0367631;2004;0,0035;0,000096793;0,000096793;0,004316175;0,000119364;0,000119364;1
tt1535109;2013;0,055;0,107136417;0,21874357;0,055;0,107136417;0,21874357;0
tt0093177;1987;0,001;0,014564;0,014564;0,002050397;0,029861988;0,029861988;1
tt0333766;2004;0,0025;0,026782316;0,036028802;0,003082982;0,033027761;0,044430462;1
tt0307479;2002;0,047;0,014970038;0,014970038;0,060873423;0,019388882;0,019388882;0
tt0468492;2006;0,05;0,026623701;0,058188384;0,057789817;0,030771576;0,067253922;1
tt0120768;1998;0,05;0,044705766;0,049105766;0,071456616;0,063890455;0,070178637;0
tt0317219;2006;0,07;0,244082982;0,461667967;0,080905744;0,282110219;0,53359415;0
tt2023587;2013;0,015;0,07162818;0,148041253;0,015;0,07162818;0,148041253;1
tt0202677;2000;0,009;0,006047856;0,013061935;0,012176175;0,008182195;0,017671601;0
tt0120623;1998;0,045;0,162798565;0,363095319;0,064310954;0,23266069;0,518911253;1
tt0077402;1978;0,028;0,058990765;0,103452875;0,099979768;0,210638678;0,3693998;0
tt1126618;2010;0,04;0,031011732;0,060040974;0,042729274;0,03312772;0,06413768;1
tt0144117;1999;0,007;0,000030471;0,000411874;0,009789234;0,000042613;0,00057599;0
tt0095497;1988;0,007;0,008373585;0,008373585;0,013787529;0,016493007;0,016493007;0
tt0093870;1987;0,12;0,054764805;0,22157733;0,246047687;0,112289613;0,454321579;0
tt0407265;2005;0,001;0,009015303;0,016553163;0,001193033;0,010755555;0,019748472;1
tt0389557;2006;0,022;0,004398532;0,027238354;0,02542752;0,005083807;0,03148199;1
tt0087332;1984;0,03;0,238632124;0,291632124;0,06724332;0,534880544;0,653677077;0
tt0360717;2005;0,207;0,218080025;0,550517357;0,246957858;0,260176695;0,656785445;0
tt0350028;2004;0,05;0,037485528;0,043340302;0,061659644;0,046226886;0,053446952;1
tt2184339;2013;0,003;0,064473115;0,091100541;0,003;0,064473115;0,091100541;0
tt0346156;2004;0,07;0,03776008;0,049730854;0,086323501;0,046565462;0,061327735;1
tt0268978;2001;0,078;0,170708996;0,317668058;0,102635985;0,224626742;0,41800223;0
tt0842926;2010;0,004;0,020811365;0,036275469;0,004272927;0,022231363;0,038750611;1
tt0409847;2011;0,163;0,100240551;0,175910315;0,168817598;0,103818215;0,182188693;0
tt1536044;2010;0,003;0,084752907;0,177512032;0,003204696;0,090535754;0,189624005;1
tt0253867;2002;0,043;0,024430272;0,044633441;0,055692706;0,031641581;0,057808305;1
tt0427327;2007;0,075;0,118871849;0,202871849;0,084265761;0,133557691;0,227935344;1
tt0356910;2005;0,11;0,186336279;0,478336279;0,131233644;0,222305354;0,570671028;0
tt0179116;1999;0,0012;0,002205627;0,002629191;0,001678154;0,003084486;0,003676824;1
tt0974661;2009;0,04;0,064167069;0,139474906;0,043429264;0,069668214;0,151432312;1
tt1598828;2012;0,042;0,026414527;0,036197221;0,04261482;0,026801198;0,036727096;1
tt1931435;2013;0,0325;0,021819348;0,035770721;0,0325;0,021819348;0,035770721;1
tt0106977;1993;0,044;0,18387576;0,353715317;0,070948192;0,296492106;0,570351412;0
tt0298130;2002;0,048;0,129094024;0,248218486;0,062168602;0,167199897;0,321487424;1
tt0120667;2005;0,0875;0,15469608;0,33071708;0,104390399;0,184557548;0,394556433;0
tt1508675;2011;0,0055;0,000611709;0,013480196;0,005696299;0,000633541;0,013961315;0
tt0795351;2009;0,027;0,013261851;0,029302804;0,029314753;0,014398811;0,03181498;1
tt0373469;2005;0,015;0,004235837;0,013105837;0,017895497;0,005053494;0,015635698;0
tt1323045;2010;0,15;0,393050114;1,004550114;0,160234776;0,419868647;1,073092418;0
tt0454082;2006;0,009;0,016235738;0,016235738;0,010402167;0,018765207;0,018765207;1
tt1562568;2011;0,0018;0,000841056;0,000859182;0,001864243;0,000871074;0,000889847;1
tt0138749;2000;0,095;0,050802661;0,0657;0,128526296;0,068731346;0,088886081;0
tt0114214;1995;0,032;0,01855246;0,01855246;0,048920943;0,02836262;0,02836262;0
tt0126916;1999;0,05;0,03518864;0,04611264;0,069923101;0,049209977;0,064486776;0
tt0075314;1976;0,001;0,028262574;0,028262574;0,004091827;0,11564557;0,11564557;0
tt1020558;2010;0,015;0,00012357;0,00662357;0,016023478;0,000132001;0,007075508;0
tt0384806;2005;0,0185;0,065233369;0,109175673;0,022071113;0,07782557;0,130250195;1
tt0118715;1998;0,015;0,017498804;0,046189568;0,021436985;0,025008106;0,066011004;0
tt0134619;1998;0,015;0,017507368;0,017507368;0,021436985;0,025020345;0,025020345;0
tt1074638;2012;0,2;0,304360277;1,108694081;0,202927713;0,308815675;1,124923772;0
tt0138704;1998;0,000068;0,003221152;0,004678513;0,000097181;0,004603452;0,006686214;0
tt1517260;2013;0,05;0,026623701;0,058188384;0,05;0,026623701;0,058188384;0
tt1210042;2009;0,017;0,027163593;0,039233233;0,018457437;0,029492371;0,042596761;0
tt0166924;2001;0,015;0,007219578;0,011919578;0,019737689;0,009499853;0,015684329;1
tt2302755;2013;0,07;0,098927592;0,150562164;0,07;0,098927592;0,150562164;0
tt1178663;2009;0,015;0,005306706;0,035106706;0,016285974;0,005761658;0,03811646;0
tt0209144;2000;0,005;0,025544867;0,039723096;0,006764542;0,034559865;0,05374171;0
tt0494238;2008;0,06;0,017303424;0,058051454;0,064935379;0,01872674;0,062826552;1
tt0212346;2000;0,045;0,106807667;0,213420951;0,060880877;0,144500988;0,288738993;1
tt1091722;2009;0,0098;0,016044025;0,017144025;0,01064017;0,017419505;0,01861381;0
tt0134847;2000;0,023;0,039235088;0,053182088;0,031116893;0,053081479;0,071950493;1
tt0458525;2009;0,15;0,179883157;0,37482576;0,162859739;0,195304827;0,406960171;0
tt0770703;2011;0,02;0,014011084;0,030711084;0,020713816;0,014511151;0,031807187;1
tt0362165;2005;0,1;0,017018422;0,059918422;0,119303313;0,020303541;0,071484662;0
tt1273678;2010;0,028;0,024307106;0,050983364;0,029910492;0,025965625;0,054462053;1
tt0120152;1997;0,035;0,002221994;0,002221994;0,050793334;0,003224642;0,003224642;1
tt0985694;2010;0,0125;0,026593646;0,044331957;0,013352898;0,028408179;0,047356808;1
tt1161864;2011;0,037;0,033047633;0,096047633;0,038320559;0,034227129;0,099475649;0
tt0457510;2006;0,032;0,080197993;0,099296462;0,036985483;0,092692547;0,114766488;0
tt0439815;2006;0,01525;0,00780245;0,012930343;0,017625894;0,009018043;0,014944843;1
tt1591095;2010;0,0015;0,05400915;0,099870886;0,001602348;0,057694294;0,10668526;1
tt1324999;2011;0,1275;0,281287133;0,709938657;0,132050575;0,291326492;0,735276926;1
tt0168786;2002;0,0125;0,021078145;0,023367586;0,01618974;0,027299975;0,030265212;0
tt0111070;1994;0,022;0,144833357;0,1898;0,034576623;0,227629474;0,29830196;0
tt0104257;1992;0,033;0,141340178;0,2365;0,054791459;0,234673774;0,392672121;0
tt1230414;2009;0,085;0,112735375;0,224614744;0,092287186;0,122400359;0,243871325;1
tt1440129;2012;0,209;0,0652354;0,30414272;0,21205946;0,066190353;0,308594933;0
tt0317303;2003;0,06;0,104148781;0,164285587;0,075965217;0,131861413;0,207999839;1
tt1667353;2012;0,085;0,064935167;0,168611991;0,086244278;0,065885725;0,171080229;0
tt0185937;1999;0,0006;0,140539099;0,2483;0,000839077;0,196538593;0,347238122;1
tt2193215;2013;0,025;0,016973715;0,070373715;0,025;0,016973715;0,070373715;1
tt1673434;2012;0,1362;0,292324737;0,832660037;0,138193773;0,296603952;0,844848985;0
tt1637725;2012;0,05;0,21866574;0,549444574;0,050731928;0,221866693;0,557487654;0
tt0116277;1996;0,055;0,018582965;0,018582965;0,081684071;0,027598768;0,027598768;0
tt0096438;1988;0,07;0,154112492;0,3515;0,137875291;0,303547209;0,692330924;0
tt1227929;2008;0,0825;0,075986503;0,160388063;0,089286146;0,082236872;0,173580993;1
tt0106226;1993;0,034;0,032014993;0,032014993;0,054823603;0,05162286;0,05162286;1
tt0114388;1995;0,0165;0,042993774;0,134993774;0,025224861;0,065727998;0,206375709;1
tt0303816;2002;0,0015;0,021158188;0,030351664;0,001942769;0,027403645;0,039310844;1
tt0388500;2005;0,025;0,03635135;0,03835135;0,029825828;0,043368365;0,045754431;1
tt0800308;2008;0,02;0,020211394;0,027735474;0,021645126;0,021873909;0,030016892;0
tt1298650;2011;0,25;0,241063875;1,043663875;0,258922697;0,249667634;1,08091306;0
tt0993842;2011;0,03;0,040259119;0,065343694;0,031070724;0,041695999;0,067675862;1
tt1142977;2012;0,039;0,035287788;0,081150788;0,039570904;0,035804351;0,082338719;0
tt0389722;2007;0,03;0,039568996;0,080276156;0,033706305;0,044457488;0,090193752;0
tt0840361;2010;0,037;0,092186262;0,152566881;0,039524578;0,0984763;0,1629768;0
tt0892782;2009;0,175;0,198351526;0,38168738;0,190003029;0,215356519;0,414410048;0
tt0309698;2003;0,028;0,052131264;0,082183683;0,035450435;0,066002713;0,104051689;0
tt0413267;2007;0,16;0,322719944;0,807330936;0,179766957;0,36258989;0,907071412;1
tt0443453;2006;0,018;0,128505958;0,261572744;0,020804334;0,148526717;0,302324822;0
tt0452694;2009;0,039;0,063414846;0,098666635;0,042343532;0,068851502;0,107125483;0
tt1156398;2009;0,0236;0,075590286;0,102236596;0,025623266;0,082070762;0,111001503;1
tt0926129;2008;0,018;0,04386935;0,057109687;0,019480614;0,047477881;0,061807319;1
tt0271027;2001;0,025;0,036833473;0,036833473;0,032896149;0,048467177;0,048467177;0
tt0120812;1998;0,035;0,141186864;0,2453;0,050019631;0,201774709;0,350566156;1
tt0095690;1988;0,006;0,012793213;0,012793213;0,011817882;0,025198114;0,025198114;1
tt0465502;2008;0,03;0,019528602;0,031013349;0,032467689;0,021134953;0,033564393;0
tt0362227;2004;0,075;0,077073959;0,218673959;0,092489466;0,095047057;0,269667169;0
tt0120794;1998;0,06;0,101413188;0,2186;0,085747939;0,144932864;0,312408324;0
tt0844471;2009;0,1;0,124870275;0,236827677;0,10857316;0,135575603;0,257131292;0
tt0118866;1997;0,002;0,000537948;0,000539961;0,002902476;0,000780691;0,000783612;1
tt1131729;2009;0,05;0,008017467;0,037472651;0,05428658;0,008704817;0,040685241;0
tt1047540;2012;0,025;0,077267296;0,120168633;0,025365964;0,078398378;0,121927729;1
tt1060277;2008;0,025;0,080048433;0,170764033;0,027056408;0,086632922;0,184810452;1
tt0942903;2008;0,007;#VALUE!;#VALUE!;0,007575794;#VALUE!;#VALUE!;0
tt1711425;2013;0,013;0,02568238;0,042195766;0,013;0,02568238;0,042195766;0
tt1126591;2010;0,055;0,039440655;0,089657398;0,058752751;0,042131764;0,095774887;1
tt0119190;1997;0,055;0,105263257;0,174463257;0,079818097;0,152762052;0,25318773;1
tt0181316;1999;0,036;0,06820819;0,117448157;0,050344633;0,095386564;0,164246788;0
tt0416449;2006;0,06;0,210614939;0,454161935;0,069347781;0,243427977;0,524918705;0
tt0283426;2003;0,02;0,047901582;0,135703599;0,025321739;0,060647568;0,171812557;0
tt0071230;1974;0,0026;0,1195;0,1195;0,012281688;0,564485269;0,564485269;0
tt1343727;2012;0,045;0,013414714;0,040868994;0,045658735;0,013611086;0,041467257;1
tt0468569;2008;0,185;0,533345358;1,002891358;0,200217418;0,57721638;1,085385502;0
tt1640484;2011;0,007;0,037295394;0,038158601;0,007249836;0,038626496;0,039520511;1
tt0338348;2004;0,17;0,194949659;0,319049659;0,209642789;0,240410531;0,393449767;0
tt1535616;2011;0,003;0,000018;0,000018;0,003107072;0,000018642;0,000018642;1
tt0281373;2002;0,032;0,081150692;0,116898028;0,041445735;0,10510469;0,151403896;0
tt0332379;2003;0,02;0,081261177;0,131161177;0,025321739;0,102883716;0,166061455;0
tt0441773;2008;0,13;0,215434591;0,631910531;0,14069332;0,233155446;0,68388916;0
tt0339840;2003;0,00075;0,000041196;0,00022925;0,000949565;0,000052158;0,00029025;1
tt0218839;2000;0,006;0,018621249;0,020695413;0,00811745;0,025192844;0,027998998;1
tt0110889;1994;0,06;0,029136626;0,084154026;0,094299882;0,045793007;0,132261912;1
tt0099088;1990;0,04;0,087666629;0,2437;0,071319016;0,156307443;0,434511105;0
tt0163978;2000;0,05;0,039778599;0,039778599;0,067645419;0,0538168;0,0538168;0
tt1637706;2011;0,005;0,02481483;0,025861249;0,005178454;0,025700491;0,026784257;1
tt0110475;1994;0,018;0,119920129;0,351620129;0,028289965;0,188474233;0,552628944;0
tt0080492;1980;0,02;0,002;0,002;0,056555357;0,005655536;0,005655536;1
tt0758766;2007;0,04;0,050572589;0,145021477;0,044941739;0,056820503;0,162937935;0
tt0089908;1985;0,027;0,010618813;0,010618813;0,058456506;0,022990322;0,022990322;1
tt0112401;1995;0,05;0,030306268;0,083306268;0,076438973;0,0463316;0,127356911;0
tt0808526;2009;0,0045;0,000281447;0,000281447;0,004885792;0,000305576;0,000305576;1
tt0105793;1992;0,02;0,121697323;0,183097323;0,033206945;0,202059814;0,304005134;0
tt0780607;2007;0,00005;0,00025115;0,000406299;0,000056177;0,000282178;0,000456495;0
tt1334260;2010;0,015;0,002434652;0,011509512;0,016023478;0,002600773;0,012294827;1
tt0117998;1996;0,088;0,241888385;0,4959;0,130694514;0,359244145;0,736493287;1
tt1190080;2009;0,2;0,166112167;0,788408539;0,217146319;0,180353228;0,856000062;0
tt0430770;2008;0,016;0,026902075;0,050103808;0,017316101;0,02911494;0,054225162;1
tt0450385;2007;0,0225;0,071985628;0,13126337;0,025279728;0,080878983;0,147480104;1
tt0120177;1997;0,04;0,054979992;0,087949859;0,058049525;0,079789061;0,127636188;1
tt0418773;2005;0,001;0,00267801;0,003557954;0,001193033;0,003194955;0,004244757;1
tt0365929;2009;0,035;0,010275638;0,012254746;0,038000606;0,011156585;0,013305365;1
tt0146336;1998;0,014;0,038116707;0,072571864;0,020007852;0,054473818;0,103714796;1
tt1621045;2012;0,012;0,091547205;0,096155124;0,012175663;0,092887325;0,097562697;1
tt0088247;1984;0,0064;0,038019031;0,078019031;0,014345242;0,085217529;0,174875289;0
tt0120148;1998;0,006;0,0119112;0,058809149;0,008574794;0,017022681;0,084046055;1
tt0358273;2005;0,029;0,119519402;0,187707495;0,034597961;0,142590606;0,22394126;1
tt0405325;2005;0,06;0,063939454;0,081627454;0,071581988;0,076281887;0,097384257;1
tt0351283;2005;0,075;0,193595521;0,556559566;0,089477485;0,23096587;0,663994001;0
tt0479647;2006;0,008;0,0126713;0,0126713;0,009246371;0,014645442;0,014645442;0
tt0318627;2004;0,05;0,050740078;0,128940078;0,061659644;0,062572303;0,159007986;1
tt0884328;2007;0,013;0,025593755;0,05477749;0,014606065;0,028755697;0,061544892;1
tt0401711;2006;0,013;0,004857374;0,004857374;0,015025353;0,005614135;0,005614135;0
tt0790724;2012;0,06;0,080070736;0,217370736;0,060878314;0,081242857;0,220552732;0
tt0074156;1976;0,03;0,020040895;0,036040895;0,122754817;0,08200388;0,147473116;0
tt0071222;1974;0,009;0,016235738;0,016235738;0,042513535;0,076693179;0,076693179;1
tt0498380;2006;0,013;0,013756082;0,068756082;0,015025353;0,015899229;0,079468028;0
tt0433383;2005;0,007;0,031501218;0,056586901;0,008351232;0,037581997;0,067510048;0
tt1524137;2012;0,025;0,066528;0,098406855;0,025365964;0,067501874;0,09984739;1
tt1322312;2010;0,032;0,017804299;0,039990165;0,034183419;0,019019119;0,042718768;1
tt0078346;1978;0,055;0,134218018;0,3002;0,196388829;0,47925308;1,071925937;0
tt0120815;1998;0,065;0,216335085;0,485035085;0,0928936;0,30917146;0,693179313;0
tt0373074;2004;0,02;0,017104669;0,101004669;0,024663858;0,021093356;0,124558238;0
tt0964517;2010;0,011;0,093617009;0,129262388;0,01175055;0,10000467;0,138082199;0
tt0190641;1999;0,03;0,085744662;0,163644662;0,041953861;0,119910654;0,228850846;0
tt1405500;2010;0,021;0,037729698;0,038017873;0,022432869;0,040304065;0,040611902;1
tt0151804;1999;0,01;0,010827813;0,012827813;0,01398462;0,015142285;0,017939209;0
tt0458352;2006;0,035;0,12474046;0,326551094;0,040452872;0,144174568;0,377426561;1
tt1509767;2011;0,09;0,020377913;0,139877913;0,093212171;0,021105217;0,144870266;0
tt1068680;2008;0,05;0,097690976;0,225990976;0,054112816;0,105726675;0,24458016;0
tt0485601;2009;0,008;0,00069029;0,002600916;0,008685853;0,00074947;0,002823897;0
tt0362269;2004;0,011;0,010214647;0,013000959;0,013565122;0,01259663;0,01603269;1
tt2101441;2012;0,005;0,014124286;0,030669531;0,005073193;0,014331045;0,031118489;1
tt1560747;2012;0,0375;0,016247159;0,02511674;0,038048946;0,016484994;0,025484413;0
tt1149361;2009;0,042;0,001259693;0,011756922;0,045600727;0,001367688;0,012764862;0
tt0913354;2009;0,02;0,015988876;0,023661038;0,021714632;0,017359628;0,025689537;0
tt1985966;2013;0,078;0,119640264;0,271725448;0,078;0,119640264;0,271725448;0
tt1650062;2011;0,05;0,127004179;0,260095987;0,051784539;0,131537058;0,269379017;1
tt0103644;1992;0,055;0,054927174;0,1585;0,091319098;0,091198182;0,263165037;0
tt1606618;2011;0,0055;0,005580479;0,015155021;0,005696299;0,005779651;0,015695916;1
tt0209958;2000;0,035;0,061280963;0,085911226;0,047351793;0,082907528;0,116230018;0
tt1422136;2011;0,004;#VALUE!;0,00044255;0,004142763;#VALUE!;0,000458345;1
tt2194499;2013;0,012;0,015323921;0,087324746;0,012;0,015323921;0,087324746;1
tt0493464;2008;0,075;0,134508551;0,34241646;0,081169223;0,145572728;0,370582375;0
tt0090848;1986;0,015;0,001953732;0,001953732;0,031856471;0,004149267;0,004149267;1
tt0443272;2012;0,065;0,182207973;0,27300096;0,065951507;0,184875236;0,276997302;1
tt0805564;2007;0,0125;0,00595648;0,010553442;0,014044294;0,006692364;0,011857251;1
tt0910936;2008;0,026;0,08734138;0,101549277;0,028138664;0,09452576;0,109902346;0
tt0258463;2002;0,06;0,12146896;0,2133;0,077710753;0,157324072;0,276261727;0
tt0421715;2008;0,16;0,127509326;0,329809326;0,17316101;0,137997773;0,356938225;0
tt0149691;1999;0,023;0,018653615;0,018653615;0,032164627;0,026086372;0,026086372;0
tt1325004;2010;0,068;0,300531751;0,699590681;0,072639765;0,321037586;0,747325041;1
tt1139668;2009;0,016;0,04267041;0,078208812;0,017371706;0,046328612;0,084913778;1
tt0091419;1986;0,03;0,038747385;0,038747385;0,063712942;0,082290329;0,082290329;0
tt0247745;2001;0,003;0,018492362;0,023046142;0,003947538;0,0243331;0,030325173;0
tt0775529;2007;0,009;0,006623082;0,010642023;0,010111891;0,007441321;0,011956776;1
tt0429493;2010;0,11;0,077222099;0,177241171;0,117505503;0,082491105;0,189334662;0
tt0259446;2002;0,005;0,241438208;0,352242522;0,006475896;0,312705749;0,456217193;1
tt1352824;2009;0,013;0,003075255;0,009675172;0,014114511;0,003338902;0,01050464;0
tt0126029;2001;0,05;0,267655011;0,491812794;0,065792298;0,352192764;0,647149877;0
tt1305591;2011;0,15;0,021392758;0,039549758;0,155353618;0,022156282;0,04096132;0
tt0448182;2009;0,0002;#VALUE!;#VALUE!;0,000217146;#VALUE!;#VALUE!;1
tt0497465;2008;0,016;0,023216709;0,104504817;0,017316101;0,02512643;0,113100998;1
tt0171363;1999;0,08;0,091188905;0,180188905;0,111876962;0,127524221;0,251987342;1
tt0242587;2001;0,0007;0,001140965;0,001140965;0,000921092;0,001501334;0,001501334;0
tt0499448;2008;0,225;0,14162149;0,419490286;0,24350767;0,153270751;0,453996009;1
tt0286106;2002;0,070702619;0,22796569;0,40826569;0,091572563;0,295256424;0,528777236;0
tt0382628;2005;0,06;0,025473093;0,049473093;0,071581988;0,030390244;0,059023039;1
tt0381681;2004;0,002;0,005792822;0,01129379;0,002466386;0,007143667;0,013927421;0
tt1411704;2011;0,063;0,108085305;0,184924333;0,06524852;0,111942955;0,191524428;0
